What is weight decay?	L2 regularization on the weights.<br>\(E_j = E_{j-1} + \lambda \sum_i^n w_i^2\)
<b>Minimax</b>&nbsp;is a decision rule used in artificial intelligence for <span class=cloze>[...]</span>.	"<b>Minimax</b>&nbsp;is a decision rule used in artificial intelligence for <span class=cloze><i>mini</i>mizing the possible loss for a worst case (<i>max</i>imum loss) scenario</span>.<br><br> <img src=""paste-17de5929206b447202535ae3b8909475acd872bd.jpg"">"
What is the goal of the <b>ROCK</b>&nbsp;algorithm?	Using <b>auxiliary tasks</b>&nbsp;to improve the <b>primary task</b>&nbsp;using a <b>multi-task learning </b>scheme.
What is the general <b>architecture </b>of the <b>ROCK </b>algorithm?	"<img src=""paste-9b6136fd26e20a527844cee15ee5398e925af989.jpg"">"
How are the different tasks <b>fusionned</b>&nbsp;together in the <b>ROCK </b>algorithm?	"Using <b>element-wise addition</b> between the auxiliary features maps and the residual from the convnet.<div><br></div><div><img src=""paste-b386f902949f0abd58cce2e097019e240d3fcd33.jpg""><br></div>"
What is the goal of <b>Domain Separation Networks</b>?	To bridge the <b>low-level gap</b>&nbsp;(noise, illuminance, color, etc.)&nbsp;between two domains.<div><br></div><div>To do so, it learn a features representation <b>invariant to the domains</b>&nbsp;and features representations <b>unique to each domain</b>.</div>
<b>Four kinds of losses </b>in <b>Domain Separation Networks</b>?<div><br></div><div><span class=cloze>[]</span><div>Feature representation&nbsp;<b>difference</b></div><div><b>Source classification</b></div><div><b>Image reconstruction</b></div></div>	"<b>Four kinds of losses </b>in <b>Domain Separation Networks</b>?<div><br></div><div><span class=cloze>Feature representation&nbsp;<b>similarity</b></span><div>Feature representation&nbsp;<b>difference</b></div><div><b>Source classification</b></div><div><b>Image reconstruction</b></div></div><br><br> <div><img src=""paste-efd0c19cb9b285181ec985e00d1c3f9fafd15b04.jpg""><br></div>"
What is the general <b>architecture</b>&nbsp;of <b>Domain Separation Networks</b>?	"<img src=""paste-efd0c19cb9b285181ec985e00d1c3f9fafd15b04.jpg"">"
\( \log_b a  = [...]\)	\( \log_b a  =  \frac{\log a}{\log b} \)<br><br> 
\([...] =  \frac{\log a}{\log b} \)	\( \log_b a  =  \frac{\log a}{\log b} \)<br><br> 
The <b>Gradient Noise Scale </b>measures&nbsp;the variation in the data as seen by the model.&nbsp;<div><br></div><div>When the noise scale is small, looking at a lot of data in parallel <span class=cloze>[...]</span>, whereas when it is large, we can <span class=cloze>[...]</span>.</div><div><br></div><div>Its formula is: \(B =  \frac{E[\Vert G - G_{true} \Vert_2^2]}{\Vert G_{true} \Vert_2^2} \)</div>	The <b>Gradient Noise Scale </b>measures&nbsp;the variation in the data as seen by the model.&nbsp;<div><br></div><div>When the noise scale is small, looking at a lot of data in parallel <span class=cloze>quickly becomes redundant</span>, whereas when it is large, we can <span class=cloze>still learn a lot from huge batches of data</span>.</div><div><br></div><div>Its formula is: \(B =  \frac{E[\Vert G - G_{true} \Vert_2^2]}{\Vert G_{true} \Vert_2^2} \)</div><br><br> 
The <b>Gradient Noise Scale </b>measures&nbsp;the <span class=cloze>[...]</span>.&nbsp;<div><br></div><div>When the noise scale is small, looking at a lot of data in parallel quickly becomes redundant, whereas when it is large, we can still learn a lot from huge batches of data.</div><div><br></div><div>Its formula is: \(B =  \frac{E[\Vert G - G_{true} \Vert_2^2]}{\Vert G_{true} \Vert_2^2} \)</div>	The <b>Gradient Noise Scale </b>measures&nbsp;the <span class=cloze>variation in the data as seen by the model</span>.&nbsp;<div><br></div><div>When the noise scale is small, looking at a lot of data in parallel quickly becomes redundant, whereas when it is large, we can still learn a lot from huge batches of data.</div><div><br></div><div>Its formula is: \(B =  \frac{E[\Vert G - G_{true} \Vert_2^2]}{\Vert G_{true} \Vert_2^2} \)</div><br><br> 
The <b>Gradient Noise Scale </b>measures&nbsp;the variation in the data as seen by the model.&nbsp;<div><br></div><div>When the noise scale is small, looking at a lot of data in parallel quickly becomes redundant, whereas when it is large, we can still learn a lot from huge batches of data.</div><div><br></div><div>Its formula is: \(B = [...]\)</div>	The <b>Gradient Noise Scale </b>measures&nbsp;the variation in the data as seen by the model.&nbsp;<div><br></div><div>When the noise scale is small, looking at a lot of data in parallel quickly becomes redundant, whereas when it is large, we can still learn a lot from huge batches of data.</div><div><br></div><div>Its formula is: \(B =  \frac{E[\Vert G - G_{true} \Vert_2^2]}{\Vert G_{true} \Vert_2^2} \)</div><br><br> 
What is&nbsp;<b>CutOut</b>?	"A <b>data augmentation</b> method that places randomly grey <b>squares</b> on the image.<div><br></div><div><img src=""paste-c56789faf37b3c086fc951ab1f29015c9d06c4cd.jpg""><br></div>"
What is <b>SamplePairing</b>?	"A <b>data augmentation</b> method that <b>averages</b> two images together, but uses only the labels of one.<div><br></div><div><img src=""paste-dce429eebfa2dc51ebf426cc4ae605ebdf49b920.jpg""><br></div>"
What is <b>MixUp</b>?	A <b>data augmentation</b> method that <b>mix two images and their labels</b> together based on a <b>beta</b>-distribution ponderation.
What is <b>Shake-shake regularization</b>?	"<b>Two branch residuals ponderated</b> by a random variable.<div><br></div><div><img src=""paste-76641a83b60735b3533545f879a6f1e9f8eb5d85.jpg""><br></div>"
Out-of-Distribution (OoD) problem 	When the model is totally unqualified to make&nbsp;<b>predictions on data generated via a different procedure</b>&nbsp;than the one used to create the training set.&nbsp;  
When the model is totally unqualified to make&nbsp;<b>predictions on data generated via a different procedure</b>&nbsp;than the one used to create the training set.&nbsp;	Out-of-Distribution (OoD) problem
<span class=cloze>[...]</span> uncertainty is representative of the random noise in an experiments.	<span class=cloze>Aleatoric</span> uncertainty is representative of the random noise in an experiments.<br><br> <i>Example: Imperfect sensor</i>
Aleatoric uncertainty is <span class=cloze>[...]</span>.	Aleatoric uncertainty is <span class=cloze>representative of the random noise in an experiments</span>.<br><br> <i>Example: Imperfect sensor</i>
<span class=cloze>[...]</span> uncertainty is tied to the negligence of certain effects.	<span class=cloze>Epistemic</span> uncertainty is tied to the negligence of certain effects.<br><br> <div><i>Example: Neglecting the air resistance</i><br></div>
Epistemic uncertainty is <span class=cloze>[...]</span>.	Epistemic uncertainty is <span class=cloze>tied to the negligence of certain effects</span>.<br><br> <div><i>Example: Neglecting the air resistance</i><br></div>
<div> <div> <div> <div>A distributed algorithm is <span class=cloze>[...]</span>&nbsp;(Blanchard et al., 2017) if its convergence is robust when up to 50% of workers behave <b>adversarially</b>.</div> </div> </div></div>	<div> <div> <div> <div>A distributed algorithm is <span class=cloze><b>Byzantine fault tolerant</b></span>&nbsp;(Blanchard et al., 2017) if its convergence is robust when up to 50% of workers behave <b>adversarially</b>.</div> </div> </div></div><br><br> 
<div> <div> <div> <div>A distributed algorithm is <b>Byzantine fault tolerant</b>&nbsp;(Blanchard et al., 2017) if its convergence is robust when up to <span class=cloze>[...]</span> of workers behave <b>adversarially</b>.</div> </div> </div></div>	<div> <div> <div> <div>A distributed algorithm is <b>Byzantine fault tolerant</b>&nbsp;(Blanchard et al., 2017) if its convergence is robust when up to <span class=cloze>50%</span> of workers behave <b>adversarially</b>.</div> </div> </div></div><br><br> 
What are the&nbsp;<b>derivative&nbsp;w.r.t \(X\)</b>&nbsp;<b>of a linear layer</b>&nbsp;\(Z = XW + B\) with the matrix form?<div><br></div><div>\(X\) = (batch size, dimension in)</div><div>\(W\) = (dimension in, dimension out)</div><div>\(B\) = (dimension out)</div>	<div>\(\frac{\partial Z}{\partial X} = \text{grad} \,@\, W^T\)</div><div><br></div><div>With \(\text{grad}\) being \(\frac{\partial Z}{\partial X}\) of the following layer.<br></div>
What are the&nbsp;<b>derivative&nbsp;w.r.t \(W\)</b>&nbsp;<b>of a linear layer</b>&nbsp;\(Z = XW + B\) with the matrix form?<div><br></div><div>\(X\) = (batch size, dimension in)</div><div>\(W\) = (dimension in, dimension out)</div><div>\(B\) = (dimension out)</div>	<div>\(\frac{\partial Z}{\partial W} = X^T \, @\, \text{grad}\)</div><div><br></div><div>With \(\text{grad}\) being \(\frac{\partial Z}{\partial X}\) of the following layer.<br></div>
What are the&nbsp;<b>derivative&nbsp;w.r.t \(B\)</b>&nbsp;<b>of a linear layer</b>&nbsp;\(Z = XW + B\) with the matrix form?<div><br></div><div>\(X\) = (batch size, dimension in)</div><div>\(W\) = (dimension in, dimension out)</div><div>\(B\) = (dimension out)</div>	\(\frac{\partial Z}{\partial B} = \text{grad}\)<br><div><br></div><div>With \(\text{grad}\) being \(\frac{\partial Z}{\partial X}\) of the following layer.<br></div>
What is the task of <b>Natural Language Inference</b>?	"The task of classifying couples of sentences as either <b>entailment</b><em> </em>(i.e. logical implication), <b>contradiction</b>, or <b>neutral</b> (neither of the previous classes).<br><div><br></div><div><img src=""1BH2LrrmrKsiuvmg3iE4FgQ.png""><br></div>"
What is&nbsp;<strong>Deep Averaging Networks</strong>?	NLP model where the <b>sentence's characters embeddings are averaged</b> &amp; then fed to a multi-layers classifier.
What is the <b>brievety penalty</b>&nbsp;in the BLEU score?	Factor multiplied to the BLEU score to <b>penalize translations shorter than the reference.</b><div><br></div><div>If translation is \(\ge\) than reference than 1.</div><div>Else go progressively to 0.</div>
What does the acronyme&nbsp;<b>BLEU </b>means?	<b>B</b>ilingua<b>l</b> <b>e</b>valuation <b>u</b>nderstudy
What is the main idea to compute <b>BLEU</b> for translation?	Compute an <b>average of the intersection (1 if found else 0)</b> of <b>unigram, bigram, trigram, and 4-gram</b> between reference sentence &amp; translation.
What is the <b>originaly-design level</b> (word, sentence, corpus, etc.) of <b>BLEU</b> score?	corpus level
reharsal incremental learning	<b>Mixing old &amp; new</b> classes during the sessions to simulate iid conditions.
pseudo-reharsal incremental learning	Mixing old &amp; new classes, by <b>generating the wanted data</b>.<div><br></div><div>It avoids storing all the dataset as reharsal does.</div>
incremental learning: <b>herding</b>	<b>Keeping the most useful samples</b> in the external memory.<div><br></div><div>Often can be the closest images to the class mean.</div><div><br></div><div>Also called <b>memory selection</b>.</div>
<b>iCarl</b>: Examplars<b> </b>selection in bounded memory	Computes features <b>mean</b> per class.<div><br></div><div><b>Select iteratively</b> sample whose <b>average w/ all selected</b> samples is closest to mean class.</div>
<b>iCarl</b>: memory bounded	<b>Fixed number of stored samples</b>.<div><br></div><div>Less samples per class as number of classes grows up.</div>
<b>iCarl</b>: distillation loss for previous classes	Force new model to <b>match previous model predictions</b> probabilities on previous classes
<b>iCarl</b>: inference prediction	Closest w/ L2 distance to the class mean
<b>iCarl</b>: training data for a session	<b>All new</b> classes' images + <b>examplars</b> of previous classes
<b>BERT</b>: architecture	A <b>Tranformer</b>&nbsp;encoder
<b>BERT</b>: inputs embeddings	"<b>Token </b>embeddings (<i>like word2vec</i>).<div><br></div><div><b>Segment </b>embeddings (<i>to know which part is question or paragraph</i>).</div><div><br></div><div><b>Positional </b>embeddings (<i>where is the word in the sentence</i>).</div><div><br></div><div><img src=""paste-19608f5f510d7187819ebfbee8b54accb6c35d2e.jpg""><br></div>"
<b>BERT</b>: masked language model	"<div>Has to encode-decode same sentence.</div><div><br></div><div>Some output words are masked, or replaced w/ random.</div><div><br></div><div><br></div><img src=""0ViwaI3Vvbnd-CJSQ.png"">"
<b>BERT</b>: next sentence prediction	"Give to <b>2 sentences</b> concatenated: try to predict if <b>one follows the others</b> or else <b>no relation</b>.<div><br></div><div><img src=""paste-d36b5ddd6aa90c991e4e33e23962c470e99a4467.jpg""><br></div>"
unsupervised-learning: <b>jigsaw</b>	<b>Split image in 9 patches</b> w/ some gaps between them.<div><br></div><div>Goal is to <b>reorder</b> them.</div>
unsupervised-learning: <b>relative patch location</b>	Make <b>two patches</b> from an image.<div><br></div><div>Learns <b>spatial relation</b> (top, left, right, bottom) between them.</div>
\(\lVert x \rVert \ge [...]\)<div><br></div><div>\(\lVert x \rVert = 0 \, \text{iif} \, x = [...]\)</div>	\(\lVert x \rVert \ge 0\)<div><br></div><div>\(\lVert x \rVert = 0 \, \text{iif} \, x = 0\)</div><br><br> 
<div>\(\lVert tx \rVert = [...]\)</div>	<div>\(\lVert tx \rVert = |t| \lVert x \rVert\)</div><br><br> 
\(\lVert x + y \rVert \le [...]\)	\(\lVert x + y \rVert \le \lVert x \rVert + \lVert y \rVert\)<br><br> 
what:&nbsp;<b>Mutual Information </b>between X and Y	<div> <div> <div> <div>Amount of information learned from knowledge of random variable Y about the other random variable X</div> </div> </div></div>
<div> <div> <div> <div>Mutual Information formula:</div><div><br></div><div>\(I(X; Y )\) = <span class=cloze>[...]</span></div> </div> </div></div>	<div> <div> <div> <div>Mutual Information formula:</div><div><br></div><div>\(I(X; Y )\) = <span class=cloze>\(H(X) − H(X|Y ) = H(Y ) − H(Y |X)\) with \(H(.)\) the entropy </span></div> </div> </div></div><br><br> 
what: <b>miscalibration</b> in neural networks	"<b>Discrepancy</b> between the <b>confidence &amp; the accuracy.</b><div><b><br></b></div><div><i>Ex: With perfect calibration, if 100 examples are classified with a confidence of 0.8, then 80% of them are right.</i></div><div><i><br></i></div><div><img src=""Screen Shot 2019-04-06 at 17.27.20.png""><i><br></i></div>"
what: <b>Expected Calibration Error</b> (ECE)&nbsp;	<b>Average difference between confidence &amp; accuracy</b><br><br>Computed per bins of equal size, and weighted by bins population size.
How does <b>model capacity</b> influences <b>miscalibration</b>?	"More model capacity <b>increases</b> the miscalibration.<div><br></div><div><img src=""Screen Shot 2019-04-06 at 17.36.09.png""><br></div>"
Why more <b>model capacity</b> increases&nbsp;<b>miscalibration</b> while reducing error?	Because it overfit the <b>Negative Likelihood</b>&nbsp;&amp; thus <b>increases incorrectly the confidence</b>.
How does <b>regularization</b> influences <b>miscalibration</b>?	"More <b>regularization </b>descreases <b>miscalibration</b>.<div><br></div><div><img src=""Screen Shot 2019-04-06 at 17.47.12.png""><br></div>"
what: <b>Temperature Scaling</b>, in miscalibration correction	"Learns a temperature \(T\) on the validation set to <b>soften the softmax.</b><div><b><br></b></div><div><img src=""Screen Shot 2019-04-06 at 17.48.52.png""><b><br></b></div><div><br></div><div>It doesn't change accuracy.</div>"
what: <b>Isotonic Regression</b>	"Learns a <b>piece-wise </b>function <b>monotonic</b>:<div><br></div><div><img src=""400px-Isotonic_regression.svg.png""><br></div>"
"What is algo name described in:<div><br></div><div><img src=""Screen Shot 2019-04-07 at 14.26.36.png""><br></div>"	Elastic Weight Consolidation (EWC)
What is main idea of <b>Elastic Weight Consolidation</b>?	"Weights of task \(T + 1\) are L2 <b>regularized to their counterpart</b> in task \(T\)<b> proportionaly to their importance</b> (\(F_i\)).<div><br></div><div><img src=""Screen Shot 2019-04-07 at 14.31.24.png""><br></div>"
What is the <b>importance factor</b>&nbsp;in <b>Elastic Weight Consolidation</b> (EWC)?	"The <b>Fisher information matrix </b>(\(F_i\))<b>.</b><div><b><br></b></div><div><img src=""Screen Shot 2019-04-07 at 14.31.24.png""><b><br></b></div><div><i>Basically the variance of the gradients.</i></div>"
